Date,Location,Number_of_Visitors
2022-07-23 23:13:49.659318640,Ghost Tours & Historical Walks,5660
2022-07-26 21:29:56.392785568,Kimberley Museum,5346
2022-07-26 21:29:56.392785568,McGregor Museum,6010
2022-07-26 21:29:56.392785568,William Humphreys Art Gallery,7038
2022-07-26 21:29:56.392785568,Magersfontein Battlefield,6608
2022-07-26 21:29:56.392785568,Ghost Tours & Historical Walks,4592
2022-07-29 19:46:03.126252512,Kimberley Museum,2653
2022-07-29 19:46:03.126252512,McGregor Museum,4403
2022-07-29 19:46:03.126252512,William Humphreys Art Gallery,4434
2022-07-29 19:46:03.126252512,Magersfontein Battlefield,5899
2022-07-29 19:46:03.126252512,Ghost Tours & Historical Walks,3778
2022-08-01 18:02:09.859719440,Kimberley Museum,4880
2022-08-01 18:02:09.859719440,McGregor Museum,7314
2022-08-01 18:02:09.859719440,William Humphreys Art Gallery,1749
2022-08-01 18:02:09.859719440,Magersfontein Battlefield,5640
2022-08-01 18:02:09.859719440,Ghost Tours & Historical Walks,7371
2022-08-04 16:18:16.593186368,Kimberley Museum,5311
2022-08-04 16:18:16.593186368,McGregor Museum,3513
2022-08-04 16:18:16.593186368,William Humphreys Art Gallery,5962
2022-08-04 16:18:16.593186368,Magersfontein Battlefield,4657
2022-08-04 16:18:16.593186368,Ghost Tours & Historical Walks,1819
2022-08-07 14:34:23.326653312,Kimberley Museum,7579
2022-08-07 14:34:23.326653312,McGregor Museum,4662
2022-08-07 14:34:23.326653312,William Humphreys Art Gallery,4412
2022-08-07 14:34:23.326653312,Magersfontein Battlefield,3997
2022-08-07 14:34:23.326653312,Ghost Tours & Historical Walks,6123
2022-08-10 12:50:30.060120240,Kimberley Museum,4942
2022-08-10 12:50:30.060120240,McGregor Museum,5051
2022-08-10 12:50:30.060120240,William Humphreys Art Gallery,4251
2022-08-10 12:50:30.060120240,Magersfontein Battlefield,5351
2022-08-10 12:50:30.060120240,Ghost Tours & Historical Walks,5179
2022-08-13 11:06:36.793587184,Kimberley Museum,2133
2022-08-13 11:06:36.793587184,McGregor Museum,6762
2022-08-13 11:06:36.793587184,William Humphreys Art Gallery,6908
2022-08-13 11:06:36.793587184,Magersfontein Battlefield,4619
2022-08-13 11:06:36.793587184,Ghost Tours & Historical Walks,5045
2022-08-16 09:22:43.527054112,Kimberley Museum,7361
2022-08-16 09:22:43.527054112,McGregor Museum,4396
2022-08-16 09:22:43.527054112,William Humphreys Art Gallery,6396
2022-08-16 09:22:43.527054112,Magersfontein Battlefield,3921
2022-08-16 09:22:43.527054112,Ghost Tours & Historical Walks,-166
2022-08-19 07:38:50.260521040,Kimberley Museum,2814
2022-08-19 07:38:50.260521040,McGregor Museum,6468
2022-08-19 07:38:50.260521040,William Humphreys Art Gallery,5939
2022-08-19 07:38:50.260521040,Magersfontein Battlefield,6027
2022-08-19 07:38:50.260521040,Ghost Tours & Historical Walks,7452
2022-08-22 05:54:56.993987984,Kimberley Museum,1766
2022-08-22 05:54:56.993987984,McGregor Museum,4599
2022-08-22 05:54:56.993987984,William Humphreys Art Gallery,4775
2022-08-22 05:54:56.993987984,Magersfontein Battlefield,1121
2022-08-22 05:54:56.993987984,Ghost Tours & Historical Walks,3634
2022-08-25 04:11:03.727454912,Kimberley Museum,4658
2022-08-25 04:11:03.727454912,McGregor Museum,4306
2022-08-25 04:11:03.727454912,William Humphreys Art Gallery,4274
2022-08-25 04:11:03.727454912,Magersfontein Battlefield,4121
2022-08-25 04:11:03.727454912,Ghost Tours & Historical Walks,7928
2022-08-28 02:27:10.460921840,Kimberley Museum,4685
2022-08-28 02:27:10.460921840,McGregor Museum,3167
2022-08-28 02:27:10.460921840,William Humphreys Art Gallery,4204
2022-08-28 02:27:10.460921840,Magersfontein Battlefield,5244
2022-08-28 02:27:10.460921840,Ghost Tours & Historical Walks,6580
2022-08-31 00:43:17.194388784,Kimberley Museum,5643
2022-08-31 00:43:17.194388784,McGregor Museum,3232
2022-08-31 00:43:17.194388784,William Humphreys Art Gallery,5851
2022-08-31 00:43:17.194388784,Magersfontein Battlefield,4449
2022-08-31 00:43:17.194388784,Ghost Tours & Historical Walks,2736
2022-09-02 22:59:23.927855712,Kimberley Museum,4566
2022-09-02 22:59:23.927855712,McGregor Museum,5349
2022-09-02 22:59:23.927855712,William Humphreys Art Gallery,3954
2022-09-02 22:59:23.927855712,Magersfontein Battlefield,5968
2022-09-02 22:59:23.927855712,Ghost Tours & Historical Walks,5780
2022-09-05 21:15:30.661322656,Kimberley Museum,4274
2022-09-05 21:15:30.661322656,McGregor Museum,6488
2022-09-05 21:15:30.661322656,William Humphreys Art Gallery,6873
2022-09-05 21:15:30.661322656,Magersfontein Battlefield,4548
2022-09-05 21:15:30.661322656,Ghost Tours & Historical Walks,7366
2022-09-08 19:31:37.394789584,Kimberley Museum,5549
2022-09-08 19:31:37.394789584,McGregor Museum,6339
2022-09-08 19:31:37.394789584,William Humphreys Art Gallery,3422
2022-09-08 19:31:37.394789584,Magersfontein Battlefield,5164
2022-09-08 19:31:37.394789584,Ghost Tours & Historical Walks,5430
2022-09-11 17:47:44.128256512,Kimberley Museum,5580
2022-09-11 17:47:44.128256512,McGregor Museum,2337
2022-09-11 17:47:44.128256512,William Humphreys Art Gallery,4233
2022-09-11 17:47:44.128256512,Magersfontein Battlefield,7613
2022-09-11 17:47:44.128256512,Ghost Tours & Historical Walks,1199
2022-09-14 16:03:50.861723456,Kimberley Museum,5812
2022-09-14 16:03:50.861723456,McGregor Museum,8340
2022-09-14 16:03:50.861723456,William Humphreys Art Gallery,5680
2022-09-14 16:03:50.861723456,Magersfontein Battlefield,4769
2022-09-14 16:03:50.861723456,Ghost Tours & Historical Walks,4969
2022-09-17 14:19:57.595190384,Kimberley Museum,5078
2022-09-17 14:19:57.595190384,McGregor Museum,5531
2022-09-17 14:19:57.595190384,William Humphreys Art Gallery,2862
2022-09-17 14:19:57.595190384,Magersfontein Battlefield,3316
2022-09-17 14:19:57.595190384,Ghost Tours & Historical Walks,4044
2022-09-20 12:36:04.328657312,Kimberley Museum,2734
2022-09-20 12:36:04.328657312,McGregor Museum,6302
2022-09-20 12:36:04.328657312,William Humphreys Art Gallery,1044
2022-09-20 12:36:04.328657312,Magersfontein Battlefield,3348
2022-09-20 12:36:04.328657312,Ghost Tours & Historical Walks,3801
2022-09-23 10:52:11.062124256,Kimberley Museum,2663
2022-09-23 10:52:11.062124256,McGregor Museum,5071
2022-09-23 10:52:11.062124256,William Humphreys Art Gallery,3675
2022-09-23 10:52:11.062124256,Magersfontein Battlefield,2578
2022-09-23 10:52:11.062124256,Ghost Tours & Historical Walks,1073
2022-09-26 09:08:17.795591184,Kimberley Museum,2383
2022-09-26 09:08:17.795591184,McGregor Museum,6059
2022-09-26 09:08:17.795591184,William Humphreys Art Gallery,5733
2022-09-26 09:08:17.795591184,Magersfontein Battlefield,4990
2022-09-26 09:08:17.795591184,Ghost Tours & Historical Walks,7671
2022-09-29 07:24:24.529058112,Kimberley Museum,4786
2022-09-29 07:24:24.529058112,McGregor Museum,4665
2022-09-29 07:24:24.529058112,William Humphreys Art Gallery,4405
2022-09-29 07:24:24.529058112,Magersfontein Battlefield,7186
2022-09-29 07:24:24.529058112,Ghost Tours & Historical Walks,6175
2022-10-02 05:40:31.262525056,Kimberley Museum,6761
2022-10-02 05:40:31.262525056,McGregor Museum,4030
2022-10-02 05:40:31.262525056,William Humphreys Art Gallery,4554
2022-10-02 05:40:31.262525056,Magersfontein Battlefield,5315
2022-10-02 05:40:31.262525056,Ghost Tours & Historical Walks,5577
2022-10-05 03:56:37.995991984,Kimberley Museum,5289
2022-10-05 03:56:37.995991984,McGregor Museum,5048
2022-10-05 03:56:37.995991984,William Humphreys Art Gallery,4795
2022-10-05 03:56:37.995991984,Magersfontein Battlefield,5518
2022-10-05 03:56:37.995991984,Ghost Tours & Historical Walks,4085
2022-10-08 02:12:44.729458928,Kimberley Museum,3973
2022-10-08 02:12:44.729458928,McGregor Museum,1137
2022-10-08 02:12:44.729458928,William Humphreys Art Gallery,3370
2022-10-08 02:12:44.729458928,Magersfontein Battlefield,4799
2022-10-08 02:12:44.729458928,Ghost Tours & Historical Walks,1189
2022-10-11 00:28:51.462925856,Kimberley Museum,5309
2022-10-11 00:28:51.462925856,McGregor Museum,7586
2022-10-11 00:28:51.462925856,William Humphreys Art Gallery,3980
2022-10-11 00:28:51.462925856,Magersfontein Battlefield,4425
2022-10-11 00:28:51.462925856,Ghost Tours & Historical Walks,4078
2022-10-13 22:44:58.196392784,Kimberley Museum,2323
2022-10-13 22:44:58.196392784,McGregor Museum,3523
2022-10-13 22:44:58.196392784,William Humphreys Art Gallery,6533
2022-10-13 22:44:58.196392784,Magersfontein Battlefield,5944
2022-10-13 22:44:58.196392784,Ghost Tours & Historical Walks,2678
2022-10-16 21:01:04.929859728,Kimberley Museum,4711
2022-10-16 21:01:04.929859728,McGregor Museum,5222
2022-10-16 21:01:04.929859728,William Humphreys Art Gallery,4352
2022-10-16 21:01:04.929859728,Magersfontein Battlefield,7414
2022-10-16 21:01:04.929859728,Ghost Tours & Historical Walks,6791
2022-10-19 19:17:11.663326656,Kimberley Museum,2454
2022-10-19 19:17:11.663326656,McGregor Museum,5666
2022-10-19 19:17:11.663326656,William Humphreys Art Gallery,4800
2022-10-19 19:17:11.663326656,Magersfontein Battlefield,4806
2022-10-19 19:17:11.663326656,Ghost Tours & Historical Walks,7882
2022-10-22 17:33:18.396793584,Kimberley Museum,6281
2022-10-22 17:33:18.396793584,McGregor Museum,5768
2022-10-22 17:33:18.396793584,William Humphreys Art Gallery,7511
2022-10-22 17:33:18.396793584,Magersfontein Battlefield,5684
2022-10-22 17:33:18.396793584,Ghost Tours & Historical Walks,4685
2022-10-25 15:49:25.130260528,Kimberley Museum,2371
2022-10-25 15:49:25.130260528,McGregor Museum,4254
2022-10-25 15:49:25.130260528,William Humphreys Art Gallery,4516
2022-10-25 15:49:25.130260528,Magersfontein Battlefield,2693
2022-10-25 15:49:25.130260528,Ghost Tours & Historical Walks,6095
2022-10-28 14:05:31.863727456,Kimberley Museum,3741
2022-10-28 14:05:31.863727456,McGregor Museum,4854
2022-10-28 14:05:31.863727456,William Humphreys Art Gallery,5817
2022-10-28 14:05:31.863727456,Magersfontein Battlefield,3884
2022-10-28 14:05:31.863727456,Ghost Tours & Historical Walks,6763
2022-10-31 12:21:38.597194400,Kimberley Museum,4546
2022-10-31 12:21:38.597194400,McGregor Museum,5463
2022-10-31 12:21:38.597194400,William Humphreys Art Gallery,6041
2022-10-31 12:21:38.597194400,Magersfontein Battlefield,4009
2022-10-31 12:21:38.597194400,Ghost Tours & Historical Walks,5632
2022-11-03 10:37:45.330661328,Kimberley Museum,4369
2022-11-03 10:37:45.330661328,McGregor Museum,4660
2022-11-03 10:37:45.330661328,William Humphreys Art Gallery,3698
2022-11-03 10:37:45.330661328,Magersfontein Battlefield,3563
2022-11-03 10:37:45.330661328,Ghost Tours & Historical Walks,5181
2022-11-06 08:53:52.064128256,Kimberley Museum,4395
2022-11-06 08:53:52.064128256,McGregor Museum,6958
2022-11-06 08:53:52.064128256,William Humphreys Art Gallery,4672
2022-11-06 08:53:52.064128256,Magersfontein Battlefield,5124
2022-11-06 08:53:52.064128256,Ghost Tours & Historical Walks,5733
2022-11-09 07:09:58.797595200,Kimberley Museum,6187
2022-11-09 07:09:58.797595200,McGregor Museum,7028
2022-11-09 07:09:58.797595200,William Humphreys Art Gallery,6151
2022-11-09 07:09:58.797595200,Magersfontein Battlefield,6051
2022-11-09 07:09:58.797595200,Ghost Tours & Historical Walks,3588
2022-11-12 05:26:05.531062128,Kimberley Museum,5747
2022-11-12 05:26:05.531062128,McGregor Museum,6291
2022-11-12 05:26:05.531062128,William Humphreys Art Gallery,6017
2022-11-12 05:26:05.531062128,Magersfontein Battlefield,5678
2022-11-12 05:26:05.531062128,Ghost Tours & Historical Walks,7149
2022-11-15 03:42:12.264529056,Kimberley Museum,3567
2022-11-15 03:42:12.264529056,McGregor Museum,4684
2022-11-15 03:42:12.264529056,William Humphreys Art Gallery,7741
2022-11-15 03:42:12.264529056,Magersfontein Battlefield,3365
2022-11-15 03:42:12.264529056,Ghost Tours & Historical Walks,7090
2022-11-18 01:58:18.997996000,Kimberley Museum,3809
2022-11-18 01:58:18.997996000,McGregor Museum,3218
2022-11-18 01:58:18.997996000,William Humphreys Art Gallery,3852
2022-11-18 01:58:18.997996000,Magersfontein Battlefield,3959
2022-11-18 01:58:18.997996000,Ghost Tours & Historical Walks,4604
2022-11-21 00:14:25.731462928,Kimberley Museum,5922
2022-11-21 00:14:25.731462928,McGregor Museum,4805
2022-11-21 00:14:25.731462928,William Humphreys Art Gallery,3613
2022-11-21 00:14:25.731462928,Magersfontein Battlefield,6145
2022-11-21 00:14:25.731462928,Ghost Tours & Historical Walks,5525
2022-11-23 22:30:32.464929856,Kimberley Museum,2962
2022-11-23 22:30:32.464929856,McGregor Museum,1755
2022-11-23 22:30:32.464929856,William Humphreys Art Gallery,5346
2022-11-23 22:30:32.464929856,Magersfontein Battlefield,5179
2022-11-23 22:30:32.464929856,Ghost Tours & Historical Walks,3622
2022-11-26 20:46:39.198396800,Kimberley Museum,2199
2022-11-26 20:46:39.198396800,McGregor Museum,7838
2022-11-26 20:46:39.198396800,William Humphreys Art Gallery,5666
2022-11-26 20:46:39.198396800,Magersfontein Battlefield,3571
2022-11-26 20:46:39.198396800,Ghost Tours & Historical Walks,6546
2022-11-29 19:02:45.931863728,Kimberley Museum,1440
2022-11-29 19:02:45.931863728,McGregor Museum,5391
2022-11-29 19:02:45.931863728,William Humphreys Art Gallery,5672
2022-11-29 19:02:45.931863728,Magersfontein Battlefield,3818
2022-11-29 19:02:45.931863728,Ghost Tours & Historical Walks,4991
2022-12-02 17:18:52.665330672,Kimberley Museum,4231
2022-12-02 17:18:52.665330672,McGregor Museum,6279
2022-12-02 17:18:52.665330672,William Humphreys Art Gallery,4747
2022-12-02 17:18:52.665330672,Magersfontein Battlefield,7455
2022-12-02 17:18:52.665330672,Ghost Tours & Historical Walks,6537
2022-12-05 15:34:59.398797600,Kimberley Museum,5913
2022-12-05 15:34:59.398797600,McGregor Museum,4726
2022-12-05 15:34:59.398797600,William Humphreys Art Gallery,5657
2022-12-05 15:34:59.398797600,Magersfontein Battlefield,5754
2022-12-05 15:34:59.398797600,Ghost Tours & Historical Walks,4627
2022-12-08 13:51:06.132264528,Kimberley Museum,2567
2022-12-08 13:51:06.132264528,McGregor Museum,1513
2022-12-08 13:51:06.132264528,William Humphreys Art Gallery,5007
2022-12-08 13:51:06.132264528,Magersfontein Battlefield,7365
2022-12-08 13:51:06.132264528,Ghost Tours & Historical Walks,5841
2022-12-11 12:07:12.865731472,Kimberley Museum,5298
2022-12-11 12:07:12.865731472,McGregor Museum,3065
2022-12-11 12:07:12.865731472,William Humphreys Art Gallery,6434
2022-12-11 12:07:12.865731472,Magersfontein Battlefield,5474
2022-12-11 12:07:12.865731472,Ghost Tours & Historical Walks,4758
2022-12-14 10:23:19.599198400,Kimberley Museum,7368
2022-12-14 10:23:19.599198400,McGregor Museum,6665
2022-12-14 10:23:19.599198400,William Humphreys Art Gallery,5938
2022-12-14 10:23:19.599198400,Magersfontein Battlefield,1755
2022-12-14 10:23:19.599198400,Ghost Tours & Historical Walks,6755
2022-12-17 08:39:26.332665328,Kimberley Museum,5367
2022-12-17 08:39:26.332665328,McGregor Museum,5478
2022-12-17 08:39:26.332665328,William Humphreys Art Gallery,3346
2022-12-17 08:39:26.332665328,Magersfontein Battlefield,3632
2022-12-17 08:39:26.332665328,Ghost Tours & Historical Walks,4337
2022-12-20 06:55:33.066132272,Kimberley Museum,4693
2022-12-20 06:55:33.066132272,McGregor Museum,5245
2022-12-20 06:55:33.066132272,William Humphreys Art Gallery,4105
2022-12-20 06:55:33.066132272,Magersfontein Battlefield,4542
2022-12-20 06:55:33.066132272,Ghost Tours & Historical Walks,5238
2022-12-23 05:11:39.799599200,Kimberley Museum,6133
2022-12-23 05:11:39.799599200,McGregor Museum,4343
2022-12-23 05:11:39.799599200,William Humphreys Art Gallery,6428
2022-12-23 05:11:39.799599200,Magersfontein Battlefield,1902
2022-12-23 05:11:39.799599200,Ghost Tours & Historical Walks,3989
2022-12-26 03:27:46.533066128,Kimberley Museum,3993
2022-12-26 03:27:46.533066128,McGregor Museum,7210
2022-12-26 03:27:46.533066128,William Humphreys Art Gallery,2968
2022-12-26 03:27:46.533066128,Magersfontein Battlefield,5744
2022-12-26 03:27:46.533066128,Ghost Tours & Historical Walks,6219
2022-12-29 01:43:53.266533072,Kimberley Museum,2288
2022-12-29 01:43:53.266533072,McGregor Museum,7584
2022-12-29 01:43:53.266533072,William Humphreys Art Gallery,6453
2022-12-29 01:43:53.266533072,Magersfontein Battlefield,2583
2022-12-29 01:43:53.266533072,Ghost Tours & Historical Walks,5356
2023-01-01 00:00:00.000000000,Kimberley Museum,3405
2023-01-01 00:00:00.000000000,McGregor Museum,5090
2023-01-01 00:00:00.000000000,William Humphreys Art Gallery,4292
2023-01-01 00:00:00.000000000,Magersfontein Battlefield,5294
2023-01-01 00:00:00.000000000,Ghost Tours & Historical Walks,1135
